Afrika	Afriko
Ridley Scott	Ridley Scott
Tim Burton	Tim Burton
Gina Lollobrigida	Gina Lollobrigida
Bundeswehr	Bundeswehr
Luftwaffe	Luftwaffe
Berlin ar Reter	Orienta Berlino
Adunanidigezh Alamagn	Germania reunuiĝo
Departamantoù Uruguay	Departementoj de Urugvajo
Melestradurezh tiriadel	Administra divido
Rocío Dúrcal	Rocío Dúrcal
Kim Jong-un	Kim Ĝong-un
Hasaniyeg	Hasanija
Samieg Pite	Pite-samea lingvo
Komieg-permyakeg	Komipermjaka lingvo
Youkagireg an hanternoz	Norda Jukagira lingvo
Samieg Lule	Lule-samea lingvo
Quenya	Kvenja lingvo
Agaweg ar c'hornôg	Agaŭoj
Awdjilaeg	Aŭĝila lingvo
Boundeleg	Bundela lingvo
Samieg Ume	Ume-samea lingvo
Spanglish	Spanglish (lingvo)
Hopieg	Hopia lingvo
Jerzenezeg	Jèrriais
Yezhoù gouezelek	Gaela lingvaro
Sindarin	Sindara lingvo
Samieg	Samea lingvo
Haousaeg	Haŭsa lingvo
Djineg	Ĵina lingvo
Vimisoyeg	Vilamovica lingvo
Brabanteg	Brabanta lingvo
Tateg	Tata lingvo
Arabeg Libia	Libia araba
Aroutanieg	Arutana lingvo
Panareg	Panara lingvo
Karibeg	Kariba lingvo
Mayoeg	Majoa lingvo
Fayoueg	Fajuoj
Kalendjineg	Kalenĝinoj
Jiangxi	Ĝjangŝio
Otto Hahn	Otto Hahn
Gabriel Fahrenheit	Gabriel Daniel Fahrenheit
Nelly Sachs	Nelly Sachs
Fritz Haber	Fritz Haber
Adrian VI	Hadriano la 6-a
Emanuel Lasker	Emanuel Lasker
Anna von Jülich-Kleve-Berg	Anna de Kleve
Hans-Ulrich Rudel	Hans-Ulrich Rudel
Karl Schwarzschild	Karl Schwarzschild
Adolf Anderssen	Adolf Anderssen
Frederig Gwilherm IV Prusia	Frederiko Vilhelmo la 4-a (Prusio)
Martin Waldseemüller	Martin Waldseemüller
Masimilian Iañ (dug Bavaria)	Maksimiliano la 1-a (Bavario)
Charlotte Prusia (1798-1860)	Aleksandra Teodorovna (edzino de Nikolao la 1-a)
Traudl Junge	Traudl Junge
Asied	Telero
Elisabeth Charlotte von der Pfalz, La Palatine	Elizabeto Ĉarloto de Palatinato
Sophie von der Pfalz	Sofia de Palatinato
Johann Friedrich Gmelin	Johann Friedrich Gmelin
Nikolaus von Falkenhorst	Nikolaus von Falkenhorst
Clemens Brentano	Clemens Brentano
Bettina von Arnim	Bettina von Arnim
Ludwig Tieck	Ludwig Tieck
Paul Hindemith	Paul Hindemith
Ollanta Humala	Ollanta Humala
Georgi Parvanov	Georgi Parvanov
Omar al-Bashir	Omar al-Baŝir
Erich von dem Bach-Zelewski	Erich von dem Bach-Zelewski
Felipe Calderón	Felipe Calderón
Paul Biya	Paul Biya
Michael D. Higgins	Michael D. Higgins
Traian Băsescu	Traian Basescu
Jacob Zuma	Jacob Zuma
Harald V	Haroldo la 5-a (Norvegio)
Toomas Hendrik Ilves	Toomas Hendrik Ilves
Bamir Topi	Bamir Topi
Károlos Papoúlias	Karolos Papulias
Juan Manuel Santos	Juan Manuel Santos
José Eduardo dos Santos	José Eduardo dos Santos
Salva Kiir Mayardit	Salva Kiir Mayardit
Norodom Sihamoni	Norodom Sihamoni
Laura Chinchilla	Laura Chinchilla
Blaise Compaoré	Blaise Compaoré
Hassanal Bolkiah	Hassanal Bolkiah
Danilo Türk	Danilo Türk
Dimitris Christofias	Dimitris Ĥristofias
August Ferdinand Möbius	August Ferdinand Möbius
Pierre Nkurunziza	Pierre Nkurunziza
Mogeriadur	Remparo
Isaias Afewerki	Isaias Afewerki
Idriss Déby Itno	Idriss Déby
Hamad bin Isa Al C'halifa	Hamad bin Isa Al Ĥalifa
Yahya Jammeh	Yahya Jammeh
Moger Hadrian	Muro de Hadriano
Andry Rajoelina	Andry Rajoelina
Ilham Aliyev	Ilham Alijev
Asif Ali Zardari	Asif Ali Zardari
Lale Andersen	Lale Andersen
Jigme Khesar Namgyel Wangchuck	Jigme Khesar Namgyel Wangchuck
Goodluck Jonathan	Goodluck Jonathan
Christa Wolf	Christa Wolf
Girma Wolde-Giorgis	Girma Wolde-Giorgis
Teodoro Obiang Nguema Mbasogo	Teodoro Obiang Nguema Mbasogo
Joyce Banda	Joyce Banda
Alfred Döblin	Alfred Döblin
Ismail Omar Guelleh	Ismail Omar Guelleh
Armando Guebuza	Armando Guebuza
Nursultan Nazarbayev	Nursultan Nazarbajev
Aníbal Cavaco Silva	Aníbal Cavaco Silva
Daniel Ortega	Daniel Ortega
Susilo Bambang Yudhoyono	Susilo Bambang Yudhoyono
Shimon Peres	Ŝimon Peres
Alassane Ouattara	Alassane Ouattara
Joseph Kabila	Joseph Kabila
Gjorge Ivanov	Gjorge Ivanov
Choummaly Sayasone	Choummaly Sayasone
Ningxia	Ningŝjao
Seretse Ian Khama	Ian Khama
François Bozizé	François Bozizé
James Michel	James Alix Michel
Mahamadou Issoufou	Mahamadou Issoufou
Zillur Rahman	Zillur Rahman
Jakaya Kikwete	Jakaya Kikwete
Ricardo Martinelli	Ricardo Martinelli
Iolu Abil	Iolu Abil
Michel Martelly	Michel Martelly
Ali Bongo Ondimba	Ali Bongo Ondimba
Johann Iañ von Sachsen (1801-1873)	Johano (Saksio)
Marcel Breuer	Marcel Breuer
Devezh ar vro	Nacia tago
Kweneng	Distrikto Kweneng
Wilhelm Prusia (1882-1951)	Vilhelmo de Prusio
Sali Berisha	Sali Berisha
Viktor Orbán	Viktor Orbán
Adelheid von Sachsen-Meiningen (1792–1849)	Adelajdo de Saksio-Meiningen
Helle Thorning-Schmidt	Helle Thorning-Schmidt
Raila Odinga	Raila Odinga
Jean-Claude Juncker	Jean-Claude Juncker
Jens Stoltenberg	Jens Stoltenberg
Dési Bouterse	Dési Bouterse
Yingluck Shinawatra	Jinglak Ĉinaŭat
José Antonio Primo de Rivera	José Antonio Primo de Rivera
Matthias Platzeck	Matthias Platzeck
Carlos Gomes Júnior	Carlos Gomes Júnior
Jérôme Cahuzac	Jérôme Cahuzac
Jóhanna Sigurðardóttir	Jóhanna Sigurðardóttir
Mark Rutte	Mark Rutte
Edouarzh Iañ (Bro-Saoz)	Eduardo la 1-a (Anglio)
Hans Scholl	Hans Scholl (rezistanto)
Matthäus Merian	Matthäus Merian
Christoffer III	Kristoforo de Bavario
Petro Porochenko	Petro Poroŝenko
Cent	Cendo
Pasteurekaat	Pasteŭrizado
Nolwenn Leroy	Nolwenn Leroy
Unpenniezh Gouere	Julia monarkio
Eil Republik c'hall	Dua Respubliko de Francio
Loeiz XII (Bro-C'hall)	Ludoviko la 12-a (Francio)
Leon IX	Leono la 9-a
Viktor II	Viktoro la 2-a
Stefan IX	Stefano la 9-a
Gregor V	Gregorio la 5-a
Ernst Röhm	Ernst Röhm
Frederig III Alamagn	Frederiko la 3-a (Germana Regno)
Arcade Fire	Arcade Fire
Franz Müntefering	Franz Müntefering
Pandjabeg	Panĝaba lingvo
Pachtoueg	Paŝtoa lingvo
Hoc'h-gouez	Apro
Mor Arabia	Araba Maro
Kalifornia-Izel	Baja California
Hasselt (Belgia)	Haselto
Touareged	Tuaregoj
Skridvarnerezh	Literatura kritiko
Fulup Iañ (Bro-C'hall)	Filipo la 1-a (Francio)
Sourouc'han-Temminck	Blankvosta kalidro
Sourouc'han gwenn	Sablokalidro
Karr-nezañ	Radŝpinilo
Geotdebrer	Herbovorulo
Narvik	Narvik
Diogenes Laertios	Diogeno Laertio
Diglosia	Diglosio
Artur Balder	Artur Balder
Porto San Giorgio	Porto San Giorgio
Meroveed	Merovidoj
Morvran Afrika	Longavosta kormorano
Leonor Kastilha (1244-1290)	Eleanora de Kastilio
Aerborzh Sao Vàng	Flughaveno Sao Vang
Preden-Nevez	Nova Britio
Wicca	Viko
Egretta thula	Blanka egreto
Blake ha Mortimer	Blake kaj Mortimer
Hannah Arendt	Hannah Arendt
Reinhard Heydrich	Reinhard Heydrich
Albert Speer	Albert Speer
Alberzh Veur	Alberto la Granda
Georg Michaelis	Georg Michaelis
Chiapas	Chiapas
Veracruz de Ignacio de la Llave	Veracruz
Bloavezhioù 1150	1150-aj jaroj
Iskevandir Indez	Hinda subkontinento
Banniel Danmark	Dannebrog
Guerrero	Guerrero
Yucatán	Jukatanio
Meteorit	Meteorŝtono
Bloavezhioù 1030	1030-aj jaroj
Ariel Sharon	Ariel Ŝaron
Bloavezhioù 1050	1050-aj jaroj
Aeneis	Eneado
Pec'hed	Peko
Johannes Tauler	Johano Taŭlero
Jakob Wassermann	Jakob Wassermann
Johannes Althusius	Johannes Althusius
Meppel	Meppel
Candraśekhara Veṇkaṭa Rāman	Chandrasekhara Venkata Raman
Ferdinand Maria (Dilenner Bavaria)	Ferdinando Maria (Bavario)
Coevorden	Coevorden
Conrad Celtes	Conrad Celtis
Ahmet Zogu	Zog la 1-a
Fernando II Portugal	Fernando la 2-a (Portugalio)
Johann Jakob Froberger	Johann Jacob Froberger
Steven (Bro-Saoz)	Stefano (Anglio)
Martin Lichtenstein	Martin Lichtenstein
Lost	Vosto
Vassily Kandinsky	Vasilij Kandinskij
Walter Gropius	Walter Gropius
Republik Poblel Soviedel C'horezm	Ĥorazma Popola Soveta Respubliko
Chihuahua (kêr)	Chihuahua (urbo)
Guanajuato (kêr)	Guanajuato (urbo)
Colima (stad)	Colima
Sourd meur Sina	Ĉina giganta salamandro
Colima (Colima)	Colima (Colima)
Peter Parler	Peter Parler
Outsourcing	Subkontraktado
Yezh bihanniver	Minoritata lingvo
Erika Mann	Erika Mann
Midnight Cowboy	Midnight Cowboy
Kefeleg-sterenn	Eskimokurlo
Paun glas	Barata pavo
Aerlu	Aerarmeo
Julia Franck	Julia Franck
Jürgen Vogel	Jürgen Vogel
Karoline von Günderode	Karoline von Günderrode
Ordovisian	Ordovicio
Sápmi	Sameio
Kenger	Afikso
Sourouc'han beg kromm	Rustokalidro
Sourouc'han du	Markalidro
Sophie von La Roche	Sophie von La Roche
Silurian	Silurio
Maria Sibylla Merian	Maria Sibylla Merian
Unvaniezh Kalmar	Unio de Kalmar
Germania	Germania Magna
Rouantelezh Danmark ha Norvegia	Danio-Norvegio
A Christmas Carol	Kristnaska kanto (Dickens)
August Landmesser	August Landmesser
Sharon Stone	Sharon Stone
Mari Madalen (santez)	Maria Magdala
Bangor (Breizh)	Bangor (Francio)
Marylise Lebranchu	Marylise Lebranchu
Ode Semmering	Semmering
Karl Wilhelm Ramler	Karl Wilhelm Ramler
Goapaer-olivezeg	Olivhipolao
Nyon	Nyon
Bellinzona	Belinzono
Le Locle	Le Locle
Giorgio Sommer	Giorgio Sommer
Bonsai	Bonsajo
Ar Vreudeur Marx	Fratoj Marx
Saint-Nicolas (Liège)	Saint-Nicolas (Belgio)
Godfrey Kneller	Godfrey Kneller
Konrad Duden	Konrad Duden
Devonian	Devonio
Tiegezh Habsburg	Habsburgoj
Kalif	Kalifo
Muzezed	Muzoj
Rann	Frakcio (matematiko)
Sahel	Sahelo
Sened ar Stadoù-Unanet	Usona Senato
Morelos	Morelos
Memor elektronek	Memoro (komputiko)
Marta Hillers	Marta Hillers
Puducherry (tiriad)	Pondiĉero
Gregor Teurgn	Gregorio de Tours
Gianluigi Buffon	Gianluigi Buffon
La Chaux-de-Fonds	La Chaux-de-Fonds
Sion (Valais)	Siono
Schwyz	Ŝvico (komunumo)
Haudenosaunee	Haudenosaunee
Rogier van der Weyden	Rogier van der Weyden
Republik Poblel Soviedel Bouc'haran	Buĥara Popola Soveta Respubliko
Checkpoint Charlie	Checkpoint Charlie
Enez Hawai‘i	Hawaii (insulo)
Arminius	Arminio (Ĥeruska tribestro)
Isspesad	Subspecio
Martigny (Valais)	Martigny VS
Strolladoù politikel an Izelvroioù	Politikaj partioj en Nederlando
Noordoostpolder	Noordoostpolder
Schokland	Schokland
Nathaniel Hawthorne	Nathaniel Hawthorne
Neuchâtel (kêr)	Neŭŝatelo
Braunau (Suis)	Braunau TG
Münchwilen (Thurgau)	Münchwilen TG
Brissago (Ticino)	Brissago
Sent (Grischun)	Sent
Renad Vichy	Reĝimo de Vichy
Pevare Republik c'hall	Kvara Respubliko de Francio
Malastred	Malestroit
La Tène (Neuchâtel)	La Tène NE
Ernst Niekisch	Ernst Niekisch
Eilhart von Oberg	Eilhart von Oberge
Trede Republik c'hall	Tria Respubliko de Francio
Adam	Adamo (Biblio)
Karnag	Carnac
Rouantelezh Bro-C'hall	Reĝlando Francio
Ludwig Achim von Arnim	Achim von Arnim
Ottomar Anschütz	Ottomar Anschütz
Ralph H. Baer	Ralph Baer
Proviñs Salamanca	Provinco Salamanko
Impalaeriezh C'hall Kentañ	Unua Imperio (Francio)
Proviñs Valladolid	Provinco Valadolido
Proviñs Zamora	Provinco Zamoro
Proviñs León	Provinco Leono
Karl Voal	Karlo la 2-a (Francio)
Kastell Malbork	Marienburg (ordena fortikaĵo)
Knister	Knister
Josilin	Josselin (Morbihan)
Dremedal	Dromedaro
Lannarstêr	Lanester
Anacapri	Anacapri
Arzano	Arzano
Lokmaria-ar-Gerveur	Locmaria
An Oriant	Lorient
Capri (kumun)	Capri
Tetris	Tetriso
Rage Against the Machine	Rage Against the Machine
Chamaepetes	Chamaepetes
Ercolano	Ercolano
Giugliano in Campania	Giugliano en Kampanio
Portsmouth	Portsmouth
Menez Ararat	Ararato
Bloavezhioù 1370	1370-aj jaroj
Toni Morrison	Toni Morrison
Portici	Portici
Pozzuoli	Pozzuoli
Sorrento	Sorrento
Torre del Greco	Torre del Greco
Vorst	Vorst (Belgio)
Odontophoridae	Amerikaj koturnoj
Bing Crosby	Bing Crosby
Veendam	Veendam
Hoogezand-Sappemeer	Hoogezand-Sappemeer
Stadskanaal	Stadskanaal
Winschoten	Winschoten
Glazaour Sina	Nigranuka oriolo
An Hobbit	La Hobito
Marc'h-mor	Hipokampo
Yozgat (proviñs)	Provinco Yozgat
Delfi	Delfo
Paleozoeg	Paleozoiko
Uhelgompezenn	Altebenaĵo
-404	-404
Miguel Ángel Asturias	Miguel Ángel Asturias
Isaac Bashevis Singer	Isaac Bashevis Singer
Almoravided	Almoravidoj
Pierre de Fermat	Pierre de Fermat
-406	-406
Myxinidae	Mukofiŝoj
Eil brezel Kongo	Dua Konga Milito
Luteriegezh	Luteranismo
Norbert Elias	Norbert Elias
Karl Liebknecht	Karl Liebknecht
Friedrich Hölderlin	Friedrich Hölderlin
Brezelioù medek	Grek-persaj militoj
Gerry Adams	Gerry Adams
Paleosen	Paleoceno
Pliosen	Plioceno
Miosen	Mioceno
Eosen	Eoceno
Spektr gwelus	Videbla spektro
Giuseppina Strepponi	Giuseppina Strepponi
Alfred Wegener	Alfred Wegener
Philipp Melanchthon	Filipo Melanktono
Mileva Einstein	Mileva Marić
Sinn Féin	Sinn Féin
Permian	Permio
Sternula	Sternula
Kefeleg beg moan	Maldikbeka kurlo
Carl Philipp Emanuel Bach	Carl Philipp Emanuel Bach
Efed Doppler	Efiko de Doppler
Kefeleg beg hir	Longbeka kurlo
Gouelanig beg ruz	Tarapungo
Kirsten Dunst	Kirsten Dunst
Rainer-Maria Rilke	Rainer Maria Rilke
Johann Pachelbel	Johann Pachelbel
Kefeleg ar reter	Orienta kurlo
Michael Ende	Michael Ende
Kefeleg-Alaska	Pacifika kurlo
Hans Fallada	Hans Fallada
Ulrike Meinhof	Ulrike Meinhof
Mestr Eckhart	Majstro Eckhart
Joseph II an Impalaeriezh Santel	Jozefo la 2-a (Sankta Romia Imperio)
Cornelius Agrippa	Agrippa von Nettesheim
Kefeleg korr	Nana kurlo
Emil Erlenmeyer	Emil Erlenmeyer
Kouskous	Kuskuso (manĝaĵo)
Wilhelm Eduard Weber	Wilhelm Eduard Weber
Max Stirner	Max Stirner
Ernst Jünger	Ernst Jünger
Karl VII an Impalaeriezh Santel	Karolo la 7-a (Sankta Romia Imperio)
Richard Huelsenbeck	Richard Huelsenbeck
Johann Tetzel	Johann Tetzel
Morlenn Venezia	Laguno de Venecio
Franz Bopp	Franz Bopp
Inizi Friz	Frisaj Insuloj
August Heinrich Hoffmann von Fallersleben	August Heinrich Hoffmann von Fallersleben
Rudolf Iañ Alamagn	Rudolfo la 1-a (Sankta Romia Imperio)
Caroline von Brandenburg-Ansbach	Karolino de Brandenburgo-Ansbaĥo
Sophie Scholl	Sophie Scholl
Rudolf Höss	Rudolf Höß
Wladimir Köppen	Wladimir Köppen
Ernst Thälmann	Ernst Thälmann
Lion Feuchtwanger	Lion Feuchtwanger
Karl Ludwig Harding	Karl Ludwig Harding
Edam	Edam
Jean Paul	Jean Paul
Klaus Mann	Klaus Mann
Ulrich von Hutten	Ulrich von Hutten
Theobald von Bethmann Hollweg	Theobald von Bethmann-Hollweg
Geoteg Eurazia	Eŭrazia Stepo
Karl Drais	Karl Drais
Joseph von Eichendorff	Joseph von Eichendorff
Katharina von Bora	Katarina von Bora
Bogna Korjenkowa	Bogna Koreng
Leopold von Sacher-Masoch	Leopold von Sacher-Masoch
Robert Musil	Robert Musil
Niki Lauda	Niki Lauda
Stefan Zweig	Stefan Zweig
Yenisey	Jenisejo
Peloponnesos	Peloponezo
San Luis Potosí (stad)	San Luis Potosí
Brezelioù Napoleon	Napoleonaj Militoj
Walter Scott	Walter Scott
Spider-Man	Spider-Man
Kambrian	Kambrio
Teirzaolenn	Triptiko
Fairbanks (Alaska)	Fairbanks (Alasko)
Kantol	Kandelo
Bloavezhioù 1230	1230-aj jaroj
Oligarkiezh	Oligarkio
Querétaro	Querétaro
John Milton	John Milton
Bingöl (proviñs)	Provinco Bingöl
-427	-427
Ar Silmarillion	Silmariliono
Friends	Friends
Elektrokardiografiezh	Elektrokardiografio
Friedrich Iañ Barbarossa	Frederiko la 1-a (Sankta Romia Imperio)
Wikipedia:Kemennoù	Vikipedio:Historio
Reconquista	Reconquista
Karv ruz	Ruĝa cervo
Bloavezhioù 930	930-aj jaroj
Razh-Indez	Kobajo
Sitka (Alaska)	Sitka
Constanţa	Konstanco (Rumanio)
Mülhausen	Mulhouse
Bloavezhioù 1390	1390-aj jaroj
-387	-387
Avel steredel	Suna vento
Akordeoñs	Akordiono
Ardahan (proviñs)	Provinco Ardahan
Aydın (proviñs)	Provinco Aydın
Southampton	Southampton
Ekliptik	Ekliptiko
Strollad Komunour an Unaniezh Soviedel	Komunista Partio de Sovetunio
Konya	Konya
Kib vell-droad ar bed 2014	Futbala Mondpokalo 2014
Huntsville (Alabama)	Huntsville (Alabamo)
Michoacán de Ocampo	Michoacán
Birmingham (Alabama)	Birmingham (Alabamo)
Roll an unpennoù gall	Listo de francaj reĝoj
Mobile (Alabama)	Mobile
Isis	Iziso
Debrecen	Debrecen
Yezhoù finnek-ougrek	Finn-ugra lingvaro
Lizherenneg Morse	Morsa kodo
Jerome David Salinger	Jerome David Salinger
Diredig boutin	Alciono
Durango (Mec'hiko)	Durango (subŝtato)
Nayarit	Nayarit
Bloavezhioù 1130	1130-aj jaroj
Puebla	Puebla
Aguascalientes (stad)	Aguascalientes
Jakez Iañ (Bro-Saoz)	Jakobo la 1-a (Anglio)
Bloavezhioù 1360	1360-aj jaroj
Bloavezhioù 1270	1270-aj jaroj
Varanasi	Varanasio
Ethernet	Eterreto
Christchurch	Kristkirko
Ouranos	Urano (dio)
Coronel Fabriciano	Coronel Fabriciano
Raden	Filiko
Tamaulipas	Tamaulipas
Daugavpils	Daugavpils
Krignerezh	Eroziiĝemo
Aleksandr Iañ (pab)	Aleksandro la 1-a (papo)
Gouennlazh an Armenianed	Armena genocido
Amasya (proviñs)	Provinco Amasya
Chekenn	Ĉeko
Prison Break (film skinwel)	Prison Break
Ağrı (proviñs)	Provinco Ağrı
Tabriz	Tabrizo
Sonedenn	Soneto
Priz Nobel ar Fiziologiezh pe ar Medisinerezh	Nobel-premio pri fiziologio aŭ medicino
Elias Canetti	Elias Canetti
Babsk	Babsk
Skiantoù an den	Homa scienco
Burdur (proviñs)	Provinco Burdur
Kenzaburō Ōe	Oe Kenzaburo
Banniel Kanada	Flago de Kanado
Chevr	Salikoko
Dmitriy Chostakovitch	Dmitrij Ŝostakoviĉ
Tog	Ĉapelo
Chimpanze	Ĉimpanza genro
Dendrokronologiezh	Dendrokronologio
Quintana Roo	Quintana Roo
Sinaloa (stad)	Sinaloa
Zacatecas (stad)	Zacatecas
Morvran Galápagos	Nefluga kormorano
Keoded difennet	Malpermesita Urbo
Salto Ángel	Salto Ángel
Tigred Dieubiñ Tamil Eelam	Tamilaj tigroj
Halldór Kiljan Laxness	Halldór Kiljan Laxness
Bengal	Bengalio
Olimpos	Olimpo
Barged du	Nigra milvo
Batman (proviñs)	Provinco Batman
Rinkin-balum	Balenŝarko
Inizi Kouril	Kurilaj insuloj
Perikles	Periklo
Julianne Moore	Julianne Moore
Novaya Zemlya	Nova Zemlo
Anna Akhmatova	Anna Aĥmatova
Robert Campin	Robert Campin
Anacletus	Kleto
Miroslav Klose	Miroslav Klose
Herpestidae	Mungotedoj
Gavrilo Princip	Gavrilo Princip
Jul II	Julio la 2-a
Shreveport (Louisiana)	Shreveport (Luiziano)
Van (proviñs)	Provinco Van
Antakya	Antakya
Hyginus (pab)	Higeno (papo)
Edvard Grieg	Edvard Grieg
-479	-479
Impalaeriezh trevadennel Spagn	Hispana Imperio
Dinamit	Dinamito
Bloavezhioù 960	960-aj jaroj
Bloavezhioù 990	990-aj jaroj
Bloavezhioù 890	890-aj jaroj
Bloavezhioù 1190	1190-aj jaroj
Bloavezhioù 1180	1180-aj jaroj
Horolaj-heol	Sunhorloĝo
Anne Boleyn	Anne Boleyn
Ganga brizhellek	Senegala stepkoko
Yezh vehikular	Lingvafrankao
Gabriela Mistral	Gabriela Mistral
James Chadwick	James Chadwick
Sigrid Undset	Sigrid Undset
Gouvrezel	Gerilo
Pearl Buck	Pearl S. Buck
Hidalgo (Mec'hiko)	Hidalgo (Meksiko)
Campeche (stad)	Campeche
Tabasco	Tabasco
KGB	KGB
Kasaï-Oriental	Provinco Kasaï-Oriental
Svante Arrhenius	August Svante Arrhenius
Na h-Eileanan Siar	Foraj Hebridoj
Retorik	Retoriko
Judaz Iskariot	Judaso Iskarioto
Plu	Plumo
Charleroi	Charleroi
Na h-Eileanan a-staigh	Proksimaj Hebridoj
Korventenn	Tempesto
Avank Amerika	Kanada kastoro
Gad Amerika	Neĝoŝua leporo
Bizon Europa	Eŭropa bizono
Karpenn	Karpo
Bloavezhioù 950	950-aj jaroj
Tristão da Cunha	Tristão da Cunha
Manchouria	Manĉurio
Iperit	Iperito
-364	-364
Enez Baffin	Bafina Insulo
Zero klok	Absoluta nulo de temperaturo
Bloavezhioù 1020	1020-aj jaroj
Bloavezhioù 1060	1060-aj jaroj
Pepin Grenn	Pipino la pli juna
C'hwezher bras	Kaĉaloto
Goes	Goes
Varan	Varano
Bloavezhioù 1210	1210-aj jaroj
Bloavezhioù 1350	1350-aj jaroj
Banniel Sveden	Flago de Svedio
Erv (gorread)	Akreo (mezurunuo)
Greenpeace	Greenpeace
Harrison Ford	Harrison Ford
Bloavezhioù 1310	1310-aj jaroj
Bloavezhioù 1260	1260-aj jaroj
Bloavezhioù 1220	1220-aj jaroj
Bloavezhioù 1010	1010-aj jaroj
Dispakadur dekredel	Dekuma sistemo
TCP/IP	TCP-IP
Noe	Noa
Walt Whitman	Walt Whitman
Angström	Anstromo
Priz Cervantes	Premio Cervantes
Sav-Heol (Reter-Nesañ)	Levantenio
Mor Keltiek	Kelta Maro
Toud-Virginia	Granda kornostrigo
Konya (proviñs)	Provinco Konya
Alpaka	Alpako
Szeged	Szeged
Fort-de-France	Fort-de-France
Sikstus Iañ	Siksto la 1-a
Telesphorus (pab)	Telesforo
Bloavezhioù 970	970-aj jaroj
Banniel Aostralia	Flago de Aŭstralio
François Mauriac	François Mauriac
Maesaer	Ŝafisto
Silezia	Silezio
Gwerenn (lestr)	Glaso
Murasaki Shikibu	Murasaki Shikibu
Makedonia (Gres)	Makedonio (Grekio)
Anton Bruckner	Anton Bruckner
Bloavezhioù 1420	1420-aj jaroj
Gizah	Gizo
Ac'henaton	Aĥnaton
J.M. Barrie	James Matthew Barrie
Araba	Provinco Alavo
Proviñs Almería	Provinco Almerio
Proviñs Badajoz	Provinco Badaĥozo
Monica Bellucci	Monica Bellucci
Gresham (Oregon)	Gresham (Oregono)
Fourchetez	Forko
Loa	Kulero
Ségolène Royal	Ségolène Royal
Stadoù Kengevreet Amerika	Konfederaciitaj ŝtatoj de Usono
Proviñs Barcelona	Provinco Barcelono
Proviñs Córdoba (Spagn)	Provinco Kordovo
Proviñs Cáceres	Provinco Kacereso
Proviñs Cádiz	Provinco Kadizo
Klav-kerdin	Klaviceno
Boulogne-sur-Mer	Boulogne-sur-Mer
Olifant (danvez)	Eburo
Kangchenjunga	Kangchenjunga
Korn (korfadurezh)	Korno (anatomio)
Villarrobledo	Villarrobledo
Okapi	Okapio
Tir (kêr)	Tiro (urbo)
John Keats	John Keats
Bolu (proviñs)	Provinco Bolu
Denizli (proviñs)	Provinco Denizli
Stad Mec'hiko	Estado de México
Proviñs A Coruña	Provinco Korunjo
Jean-Baptiste de Lamarck	Jean-Baptiste Lamarck
Bodleian Library	Librejo Bodleian
Proviñs Granada	Granado (provinco)
Braşov	Brașov
Mata Hari	Mata Hari
Ar Roc'hell	La Rochelle
Banniel Iwerzhon	Flago de la Respubliko de Irlando
Bloavezhioù 920	920-aj jaroj
Bloavezhioù 1170	1170-aj jaroj
Bloavezhioù 980	980-aj jaroj
Bloavezhioù 1080	1080-aj jaroj
Bloavezhioù 1000	1000-aj jaroj
Bloavezhioù 1300	1300-aj jaroj
Bloavezhioù 1330	1330-aj jaroj
Hlodwig Iañ	Klodvigo la 1-a
Brandenburger Tor	Brandenburga pordego
E (niver)	E (matematiko)
Henri de Toulouse-Lautrec	Henri de Toulouse-Lautrec
William Wallace (Skos)	William Wallace
Sankt Pölten	St. Pölten
Sex Pistols	Sex Pistols
П	Pe (cirila alfabeto)
Enezeg Douar an Tan	Fajrolando
Krakatau	Krakatoa
И	I (cirila alfabeto)
Felipe Massa	Felipe Massa
Statud mirerezh	Konserva statuso
Mari Iañ Bro-Saoz	Maria la 1-a (Anglio)
Tlaxcala	Tlaxcala
Iliz Bro-Saoz	Eklezio de Anglio
Elgezh	Mentono
Geisha	Gejŝo
Bizon Amerika	Amerika bizono
Louarn Arktik	Arkta vulpo
Skanner	Skanilo
Restr stlennegel	Dosiero
Bloavezhioù 1090	1090-aj jaroj
Marradi	Marradi
Olsztyn	Olsztyn
Plinius an Henañ	Plinio la Maljuna
Anv	Nomo
Rufina	Rufina
Hengoun	Tradicio
Diazez c'hwezekred	Deksesuma sistemo
Bloavezhioù 1380	1380-aj jaroj
Alvar Aalto	Alvar Aalto
Sokotra	Sokotra
Heikki Kovalainen	Heikki Kovalainen
Saparmyrat Nyýazow	Saparmurat Nijazov
Mor Kouralek	Korala Maro
Katakana	Strekaj kanaoj
Politiker	Politikisto
Rottweil	Rottweil
Bloavezhioù 1240	1240-aj jaroj
Bloavezhioù 1290	1290-aj jaroj
Pierre de Coubertin	Pierre de Coubertin
Runoù	Runaj alfabetoj
David Villa	David Villa
Azvent	Advento
Bloavezhioù 1450	1450-aj jaroj
Gregor XIII	Gregorio la 13-a
Estlammadell	Interjekcio
Bloavezhioù 1110	1110-aj jaroj
Bloavezhioù 1160	1160-aj jaroj
Bloavezhioù 940	940-aj jaroj
Bloavezhioù 1250	1250-aj jaroj
Saul Bellow	Saul Bellow
Van (kêr)	Van
Timor	Timoro
Sakarya (proviñs)	Provinco Sakarya
Aksaray (proviñs)	Provinco Aksaray
Kars (proviñs)	Provinco Kars
