Afrika	Afriko
Rochester, New York	Roĉestro (Nov-Jorkio)
Reno	Reno (Nevado)
Winston-Salem	Winston-Salem
St. Petersburg, Florida	Sankt-Peterburgo (Florido)
Pous Leo X	Leono la 10-a
Toledo, Ohio	Toledo (Ohio)
Tampa, Florida	Tampa
Bakersfield	Bakersfield
Virginia Beach, Virginië	Virginia Beach
Wichita, Kansas	Wichita (Kansaso)
Chula Vista	Chula Vista
Lubbock	Lubbock
Albert Schweitzer	Albert Schweitzer
Ystydperk	Glaciepoko
Oriëntale Ortodoksie	Antikvaj Orientaj Eklezioj
Russe	Rusoj
Rio Xingu	Ŝinguo (rivero)
Asetoon	Acetono
Jaca	Ĥako
2026	2026
Bynaam	Petolnomo
2025	2025
2024	2024
2023	2023
2022	2022
2021	2021
ARD	ARD
Wasili III van Rusland	Bazilo la 3-a (Rusio)
Krukas	Krankŝafto
Palato-alveolaar	Postalveolaro
Alveolaar	Alveolaro
Sosialistiese Eenheidsparty van Duitsland	Sozialistische Einheitspartei Deutschlands
François-René de Chateaubriand	François René de Chateaubriand
Ekskommunikasie	Ekskomuniko
Gereformeerde Kerke	Reformita Eklezio
Noyon	Noyon
Windkragaanleg	Ventoturbino
Militêre diktatuur	Militreĝimo
2048	2048
The Times	The Times
Internasionale Statistiese Klassifikasie van Siektes en Verwante Gesondheidsprobleme	Klasifiko Internacia de Malsanoj
Magellaanse Wolke	Magelanaj Nuboj
Waterverfskilderkuns	Akvarelo
ISO 8601	ISO 8601
Annecy	Annecy
Provinsies van die Volksrepubliek van Sjina	Administra divido de Ĉinio
Prefekture van Japan	Gubernioj de Japanio
Østfold	Østfold
Akershus	Akershus
Hedmark	Hedmark
Oppland	Oppland
Buskerud	Buskerud
Vestfold	Vestfold
Vest-Agder	Vest-Agder
Hordaland	Hordaland
Nordland	Nordland
Troms	Troms
Finnmark	Finnmark
Paryse Metro	Metroo de Parizo
Mississauga	Misisogo (Ontario)
Sluikhandel	Nigra merkato
Egipties	Egipta lingvo
Frans Josef I van Oostenryk	Francisko Jozefo la 1-a (Aŭstrio)
Osorno	Osorno (urbo)
Karel I van Oostenryk	Karolo la 1-a (Aŭstrio)
Cali	Santiago de Cali
Unifikasie van Italië	Unuiĝo de Italio
Sprietui	Ŝenoprazo
Maxwell se vergelykings	Ekvacioj de Maxwell
Richard Attenborough	Richard Attenborough
Roman Polanski	Roman Polański
Nasaal	Naza konsonanto
Eksplosief	Plozivo
Punta Arenas	Punta Arenas
Approksimant	Alproksimanto
Triller	Trilo
Filippense	Epistolo al la filipianoj
Anatolië	Anatolio
Messias	Mesio
Hemelvaart	Ĉieliro
Ekumeniese konsilie	Koncilio
Apostoliese Geloofsbelydenis	Symbolum Apostolorum
Oosterse Skisma	Orienta skismo
Albigensiese Kruistog	Albigensismo
Hooglied van Salomo	Alta Kanto de Salomono
Marcus Antonius	Marko Antonio
Maleagi	Libro de Malaĥi
Pago Pago	Pagopago
Saipan	Saipano
Charlotte Amalie	Ĉarlotamalio
Air China	Air China
Hamburger SV	Hamburger SV
SV Werder Bremen	Werder Bremen
Ebola	Ebola malsano
Chiang Mai	Ĉiang Mai
Bourgeoisie	Burĝo
Middelburg, Zeeland	Middelburg
Habitat	Habitato (ekologio)
Geomorfologie	Geomorfologio
Sjeikh Hasina	Hasina Oaĝed
Stanislav Petrov	Stanislav Petrov
Sjabloon:Chemiekas nuut	Ŝablono:Informkesto kemia substanco
Kategorie:Chemiekas sjablone	Kategorio:Ŝablono:Kemio
Sjabloon:Inligtingskas Mineraal	Ŝablono:Informkesto mineralo
Sjabloon:Taksoboks	Ŝablono:Taksonomio
Rosario	Rosario
Mar del Plata	Mar del Plata
Jesse Owens	Jesse Owens
Verdrag van Lissabon	Traktato de Lisbono
Fredrik Reinfeldt	Fredrik Reinfeldt
Karel XIII van Swede	Karolo la 13-a (Svedio)
Gustav II Adolf	Gustavo la 2-a Adolfo (Svedio)
Sigismund III Wasa	Sigismondo la 3-a Vasa
Hergé	Hergé
Coahuila	Coahuila
Dassie	Prokaviuloj
High School Musical	High School Musical
Fietsry	Biciklado
Tsjita	Ĉita (Rusio)
Toyota	Toyota
August II van Pole	Aŭgusto la 2-a (Pollando-Litovio)
Hedwig van Pole	Jadviga (Pollando)
Kategorie:Poolse monarge	Kategorio:Polaj reĝoj
Hongaarse Wikipedia	Hungarlingva Vikipedio
Acanthaceae	Akantacoj
Lamiaceae	Lamiacoj
Liliaceae	Liliacoj
Padda	Anuro
Stanislas Leszczynski	Stanislao la 1-a
Kategorie:Konings	Kategorio:Reĝoj
Kategorie:Monarge	Kategorio:Monarkoj
Kategorie:Regeringstelsels	Kategorio:Reĝimoj
Kategorie:Regering	Kategorio:Registaroj
Ikea	IKEA
Kategorie:Liefde	Kategorio:Amo
Salem, Massachusetts	Salem (Masaĉuseco)
Kategorie:Woiwodskappe van Pole	Kategorio:Provincoj de Pollando
Woiwodskap Kujawië-Pommere	Kujavia-Pomeria Provinco
Woiwodskap Lublin	Lublina Provinco
Woiwodskap Klein-Pole	Malgrandpollanda Provinco
J.P. Morgan	John Pierpont Morgan
Woiwodskap Masowië	Mazovia Provinco
Woiwodskap Subkarpate	Ĉekarpata Provinco
Woiwodskap Podlachië	Podlaĥia Provinco
Woiwodskap Pommere	Pomeria Provinco
Woiwodskap Groot-Pole	Grandpollanda Provinco
Woiwodskap Wes-Pommere	Okcidentpomeria Provinco
Nereïde	Nereidinoj
Woordverwerker	Tekstoprilaborilo
Borlänge	Borlänge
Ruimtependeltuig Atlantis	Kosmopramo Atlantis
Ruimtependeltuig Challenger	Kosmopramo Challenger
Ruimtependeltuig Columbia	Kosmopramo Columbia
Ruimtependeltuig Discovery	Kosmopramo Discovery
Tritium	Tricio
Pous Cornelius	Kornelio
Valencia, Venezuela	Valencio (Venezuelo)
Hannes Alfvén	Hannes Alfvén
Royal Opera House	Royal Opera House
Laurence Olivier	Laurence Olivier
Provinsie Soria	Provinco Sorio
Kategorie:Komedierolprente	Kategorio:Komediaj filmoj
Kategorie:Rolprente volgens lande	Kategorio:Filmoj laŭ landoj
Wim Wenders	Wim Wenders
Leni Riefenstahl	Leni Riefenstahl
Elektriese potensiaal	Elektra potencialo
Ж	Ĵe (cirila alfabeto)
Novi Sad	Novi Sad
Wikipedia:Persberigte	Vikipedio:Gazetaro
Aleksander Kwaśniewski	Aleksander Kwaśniewski
Astrid Lindgren	Astrid Lindgren
Peter Ustinov	Peter Ustinov
Oprah Winfrey	Oprah Winfrey
Albatros	Albatrosoj
Paleogeen	Paleogeno
Kryt-Paleogeen-uitwissing	Kretacea-terciara evento
Chicxulub-krater	Kratero Chicxulub
Kategorie:Presidente van Pole	Kategorio:Prezidantoj de Pollando
Pontivy	Pontivy
Auguste en Louis Lumière	Fratoj Lumière
Naturalisme (filosofie)	Naturalismo (filozofio)
Luftwaffe	Luftwaffe
Katharine Hepburn	Katharine Hepburn
Wes-Berlyn	Okcidenta Berlino
Oos-Berlyn	Orienta Berlino
Colonia del Sacramento	Colonia del Sacramento
Punta del Este	Punta del Este
El Royo	El Royo
Kim Jong-un	Kim Ĝong-un
Jèrriais	Jèrriais
Goideliese tale	Gaela lingvaro
Samies	Samea lingvo
Hausa	Haŭsa lingvo
Barcelona–El Prat-lughawe	Flughaveno de Barcelono
Jiangxi	Ĝjangŝio
Pous Adrianus VI	Hadriano la 6-a
Diane Kruger	Diane Kruger
Anna van Kleef	Anna de Kleve
Carol I van Roemenië	Karolo la 1-a (Rumanio)
Sophia van die Palts	Sofia de Palatinato
Michael D. Higgins	Michael D. Higgins
Newcastle, Nieu-Suid-Wallis	Novkastelo
August Wilhelm Schlegel	August Wilhelm Schlegel
Jacob Zuma	Jacob Zuma
Harald V van Noorweë	Haroldo la 5-a (Norvegio)
Abdoellah van Saoedi-Arabië	Abdulah bin Abdul-Aziz Al Saud
José Eduardo dos Santos	José Eduardo dos Santos
Laura Chinchilla	Laura Chinchilla
İlham Əliyev	Ilham Alijev
Dalia Grybauskaitė	Dalia Grybauskaitė
Goodluck Jonathan	Goodluck Jonathan
Wernher von Braun	Wernher von Braun
Teodoro Obiang Nguema Mbasogo	Teodoro Obiang Nguema Mbasogo
Noersoeltan Nazarbajef	Nursultan Nazarbajev
Susilo Bambang Yudhoyono	Susilo Bambang Yudhoyono
Truong Tan Sang	Truong Tan Sang
Gurbanguly Berdimuhamedow	Gurbanguli Berdimuĥamedov
Kweneng distrik	Distrikto Kweneng
Jean-Claude Juncker	Jean-Claude Juncker
Andrius Kubilius	Andrius Kubilius
Jens Stoltenberg	Jens Stoltenberg
Dési Bouterse	Dési Bouterse
Xuzhou	Ŝuĝoŭo
Morgan Tsvangirai	Morgan Tsvangirai
Mark Rutte	Mark Rutte
Eduard I van Engeland	Eduardo la 1-a (Anglio)
Yancheng	Janĉengo
Yangzhou	Janĉĵou
Taizhou, Jiangsu	Tajĝou (Ĝjangsuo)
Nantong	Nantong
Zhenjiang	Ĉĵencjan
Changzhou	Ĉangĝoŭo
EBay	EBay
Ernst Boris Chain	Ernst Boris Chain
Christoffel van Beiere	Kristoforo de Bavario
Johann Karl Ehrenfried Kegel	Johann Karl Ehrenfried Kegel
Georg Forster	Georg Forster
Johann Gmelin	Johann Georg Gmelin
Petro Porosjenko	Petro Poroŝenko
Pasteurisasie	Pasteŭrizado
Aserbeidjanse Wikipedia	Azerbajĝanlingva Vikipedio
Turkse Wikipedia	Turklingva Vikipedio
Guido Westerwelle	Guido Westerwelle
Huis van Bourbon	Burbonoj (dinastio)
Shijiazhuang	Ŝiĝjaĝŭango
Tangshan	Tangŝano
Ras Lanoef	Ras Lanuf
Pous Leo IX	Leono la 9-a
Qinhuangdao	Ĉinhŭangdaŭo
Pous Victor II	Viktoro la 2-a
Pous Stefanus IX	Stefano la 9-a
Handan	Handano
Pous Gregorius V	Gregorio la 5-a
Xingtai	Sintaj
Werner von Siemens	Werner von Siemens
Baoding	Baodin
Edmund Husserl	Edmund Husserl
Friedrich III van Duitsland	Frederiko la 3-a (Germana Regno)
Panjabi	Panĝaba lingvo
Pasjtoe	Paŝtoa lingvo
Cangzou	Canĝou
Adam en Eva	Adamo kaj Evo
Arabiese See	Araba Maro
Aeroflot	Aeroflot
Langfang	Langfang
.si	.si
CONMEBOL	CONMEBOL
Besoedeling	Poluo
Transsiberiese Spoorlyn	Transsiberia fervojo
Hasselt, België	Haselto
Hattem	Hattem
Saraswati	Sarasvati
Literatuurkritiek	Literatura kritiko
Temminckse strandloper	Blankvosta kalidro
Kastrasie	Kastro
Harderwijk, Gelderland	Harderwijk
Drietoonstrandloper	Sablokalidro
Boormasjien	Drilo
Zhuhai	Ĝuhaj
Shantou	Ŝantoŭo
Narvik	Narvik
Wetenskapsfilosofie	Filozofio de scienco
Jiangmen	Ĝjanmen
Diogenes Laërtios	Diogeno Laertio
Zhanjiang	Ĝanczjan
Coelacanthiformes	Celakantoformaj
Spin	Ŝpinado
Kapernaüm	Kafarnao
Diglossie	Diglosio
Robert Redford	Robert Redford
Dongguan	Dongguan
Vaucouleurs (Meuse)	Vaucouleurs (Meuse)
Chaozhou	Ĉaoĝou
Kuifkopduiker	Kronkormorano
Rietduiker	Longavosta kormorano
Siluriformes	Katfiŝo
Pleuronectiformes	Pleŭronektoformaj
Northland	Nordia Regiono
Swakopmund	Swakopmund
Ignaz Semmelweis	Ignaz Semmelweis
Nieu-Brittanje	Nova Britio
Wicca	Viko
Kerk van Siprus	Kipra Ortodoksa Eklezio
Kerk van Griekeland	Eklezio de Grekio
Sneeuwitreier	Blanka egreto
Ficus	Fikuso
Hannah Arendt	Hannah Arendt
Gottlob Frege	Gottlob Frege
Friedrich Schelling	Friedrich Schelling
.sn	.sn
Chiapas	Chiapas
Indiese subkontinent	Hinda subkontinento
Heroïen	Heroino
Semiotiek	Semiotiko
Ariel Sharon	Ariel Ŝaron
Aeneis	Eneado
Igtiologie	Iktiologio
Terracotta	Terakoto
Meppel	Meppel
Coevorden	Coevorden
Grondwet van Suid-Afrika	Konstitucio de Sud-Afriko
Novalis	Novalis
Ekumeniese Patriarg van Konstantinopel	Patriarko de Konstantinopolo
Ursula von der Leyen	Ursula von der Leyen
Ansel Adams	Ansel Adams
Stefanus van Engeland	Stefano (Anglio)
Hinrich Lichtenstein	Martin Lichtenstein
Evangelie volgens Philippus	Evangelio laŭ Filipo
Australiese Ope (tennis)	Australian Open
Outaouaisrivier	Otavo (rivero)
Russies-Ortodokse Kerk	Rusa Ortodoksa Eklezio
Skuilnaam	Pseŭdonimo
Watersport	Akvosporto
Walter Gropius	Walter Gropius
George Town, Penang	Ĝorĝtaŭno (Penango)
Gresham’s Skool	Lernejo Gresham
Chihuahua (stad)	Chihuahua (urbo)
Colima	Colima
Navi Moembaai	Novmumbajo
Reis	Vojaĝo
URI	URI
Makpou	Barata pavo
Lugmag	Aerarmeo
Weil am Rhein	Weil am Rhein
Goue Ring van Rusland	Ora Ringo de Rusio
Ordovisium	Ordovicio
Lapland	Sameio
Affiks	Afikso
Jarvis-eiland	Ĵarvisinsulo
Zeulenroda-Triebes	Zeulenroda-Triebes
Krombekstrandloper	Rustokalidro
Johannes Heesters	Johannes Heesters
Londense Tower	Turo de Londono
Paleis van Westminster	Palaco de Westminster
Siluur	Silurio
Poolkoördinatestelsel	Polusa koordinata sistemo
Kalmarunie	Unio de Kalmar
Karakoroem	Karakorumo (Mongolio)
Jin en Jang	Jino kaj Jango
Barranquilla	Barankilo
Sterrewag	Observatorio
Cartesiese koördinatestelsel	Kartezia koordinato
Digitale kamera	Cifereca fotilo
Maria Magdalena	Maria Magdala
Telwoord	Nombrovorto
Olyfboomsanger	Olivhipolao
Wilhelm Gliese	Wilhelm Gliese
Bonsai	Bonsajo
Elektrolise	Elektrolizo
Arc de Triomphe	Triumfa Arko de Parizo
Sargans	Sargans
Alfred Hugenberg	Alfred Hugenberg
Gunther von Hagens	Gunther von Hagens
Lothar von Trotha	Lothar von Trotha
Willi Münzenberg	Willi Münzenberg
Bernhard Grzimek	Bernhard Grzimek
Wilhelm Pieck	Wilhelm Pieck
Devoon	Devonio
Habsburg	Habsburgoj
Gal	Galo
Muse	Muzoj
Deutsche Bank	Deutsche Bank
Breuk (wiskunde)	Frakcio (matematiko)
Sahel	Sahelo
Wisselkoers	Kurzo
Morelos	Morelos
Jaipur	Ĝajpuro
Kanpur	Kanpur
Indore	Indaur
Gregorius van Tours	Gregorio de Tours
Beatenberg	Beatenberg
Champlainmeer	Champlain
Fuzhou	Fuĝoŭo
Samuel de Champlain	Samuel de Champlain
Hawaii (eiland)	Hawaii (insulo)
Xiamen	Sjamen
Johannesbroodboom	Karobarbo
Zhangzhou	Ĝanĝou
Subspesie	Subspecio
Martigny	Martigny VS
St. Moritz	Sankta Maŭrico
Adelboden	Adelboden
Xining	Sinino
Lys van politieke partye in Nederland	Politikaj partioj en Nederlando
Noordoostpolder	Noordoostpolder
Montreux	Montreux VD
Taiga	Tajgo
Siberiese tier	Siberia tigro
Rheineck	Rheineck SG
Saas-Fee	Saas-Fee
Air India	Air India
Carl Wilhelm Scheele	Carl Wilhelm Scheele
Theo Jörgensmann	Theo Jörgensmann
Alkaloïde	Alkaloido
Hildegard van Bingen	Hildegard de Bingen
Huangshi	Huangŝi
Clark Gable	Clark Gable
Yichang	Jiĉang
Spencer Tracy	Spencer Tracy
Kasteel van Malbork	Marienburg (ordena fortikaĵo)
Mireille Mathieu	Mireille Mathieu
Miljoen instruksies per sekonde	MIPS
Windows Live Messenger	Windows Live Mesenger
Dromedaris	Dromedaro
Hollywood Walk of Fame	Trotuaro de famo en Holivudo
Lorient	Lorient
Portsmouth	Portsmouth
Ligbreking	Refrakto
Fridtjof Nansen	Fridtjof Nansen
Ararat	Ararato
Elektriese motor	Elektromotoro
Schwarzschild-radius	Radiuso de Schwarzschild
Taiyuan	Tajuano
Hai Phong	Hai Phong
Thorn, Nederland	Thorn (Limburgo)
Datong	Datongo
Winterswijk	Winterswijk
Wijchen	Wijchen
Groenlo	Groenlo
Veendam	Veendam
Hoogezand-Sappemeer	Hoogezand-Sappemeer
Stadskanaal	Stadskanaal
Tiel	Tiel
Nijkerk	Nijkerk
Bredevoort	Bredevoort
Futurama	Futurama
Paralimpiese Spele	Paralimpiko
Papiervliegtuig	Papera aviadilo
Ząbrowo (Stare Pole)	Ząbrowo (Stare Pole)
Spermsel	Spermatozoo
Dalian	Dalian
Anshan	Anŝano
Fushun	Fuŝuno
Benxi	Bensi
Dandong	Dandong
Yingkou	Inkou
Liaoyang	Ljaojan
Pax Romana	Pax Romana
Panjin	Panĝjin
Vlag van die Solomoneilande	Flago de la Salomonoj
Delphi	Delfo
Paleosoïkum	Paleozoiko
406 v.C.	-406
Samuel Morse	Samuel Morse
Ferdinand von Zeppelin	Ferdinand von Zeppelin
Lutheranisme	Luteranismo
Clara Zetkin	Clara Zetkin
Rudolf Hess	Rudolf Hess
Grieks-Persiese oorloë	Grek-persaj militoj
Kanadese Skild	Laŭrenca tabulo
Hudson's Bay Company	Kompanio de la Hudsona Golfo
Graskarp	Herbovora karpo
Rooiverskuiwing	Ruĝenŝoviĝo
Paleoseen	Paleoceno
Plioseen	Plioceno
Mioseen	Mioceno
Eoseen	Eoceno
Seelt	Tinko
Deklinasie	Deklinacio (astronomio)
Sigbare spektrum	Videbla spektro
Alfred Wegener	Alfred Wegener
Paul Gerhardt	Paul Gerhardt
Boris Becker	Boris Becker
Jürgen Habermas	Jürgen Habermas
Wilhelm Keitel	Wilhelm Keitel
Sinn Féin	Sinn Féin
Perm (geologie)	Permio
Sternula	Sternula
Eva Braun	Eva Braun
Doppler-effek	Efiko de Doppler
Swartvlerkkoningalbatros	Tarapungo
Universiteit van Southampton	Universitato de Southampton
Karl Jaspers	Karl Jaspers
Rudolf Carnap	Rudolf Carnap
Cornelius Agrippa	Agrippa von Nettesheim
Theodor Fontane	Theodor Fontane
Anthony Fokker	Anthony Fokker
Fabian Gottlieb von Bellingshausen	Fabian Gottlieb von Bellingshausen
Friedrich Kellner	Friedrich Kellner
Margot Honecker	Margot Honecker
Sophie Scholl	Sophie Scholl
Jürgen Stroop	Jürgen Stroop
Otto van Griekeland	Otto la 1-a (Grekio)
Katrin Heß	Katrin Heß
Karl Jatho	Karl Jatho
Felix Wankel	Felix Wankel
Golo Mann	Golo Mann
Bertha Benz	Bertha Benz
Emil Jannings	Emil Jannings
Wilhelm Marx	Wilhelm Marx
Otto Grotewohl	Otto Grotewohl
Katharina von Bora	Katarina von Bora
Floris V van Holland	Floris la 5-a de Holando
Adolf Lüderitz	Adolf Lüderitz
Siviele ingenieurswese	Konstruinĝenieriko
Johann Bayer	Johann Bayer
Rudolf Steiner	Rudolf Steiner
Jana	Jana (rivero)
Peloponnese	Peloponezo
Elektronegatiwiteit	Elektronegativeco
Napoleontiese Oorloë	Napoleonaj Militoj
Walter Scott	Walter Scott
Mike Tyson	Mike Tyson
Kambrium	Kambrio
Sikloon	Ciklono
Fairbanks	Fairbanks (Alasko)
Kilogreep	Kilobajto
Megagreep	Megabajto
Kers	Kandelo
Bloedplasma	Sangoplasmo
Oligargie	Oligarkio
Querétaro	Querétaro
Barometer	Barometro
John Milton	John Milton
427 v.C.	-427
Wikipedia:Kandidaatartikels vir voorblad	Vikipedio:Proponoj por elstaraj artikoloj
Beweging	Movado (fiziko)
Elektrokardiogram	Elektrokardiografio
Wikipedia:Nuus vir gebruikers	Vikipedio:Historio
Masels	Morbilo
Outomatiese vertaling	Maŝintradukado
Constanţa	Konstanco (Rumanio)
Adam Mickiewicz	Adam Mickiewicz
Sonwind	Suna vento
Flagstaff, Arizona	Flagstaff (Arizono)
Southampton	Southampton
Sonnebaan	Ekliptiko
Konya	Konya
FIFA Sokker-Wêreldbekertoernooi in 2014	Futbala Mondpokalo 2014
Huntsville, Alabama	Huntsville (Alabamo)
Zchinwali	Cĥinval
Birmingham, Alabama	Birmingham (Alabamo)
Objekgeoriënteerde programmering	Objektema programado
Vlag van Afghanistan	Flago de Afganio
Mobile, Alabama	Mobile
Isis	Iziso
Debrecen	Debrecen
Fins-Oegriese tale	Finn-ugra lingvaro
Braille	Brajlo
Trias politica	Disigo de povoj
Morsekode	Morsa kodo
Nayarit	Nayarit
Donker materie	Malluma materio
Stuifmeel	Poleno
Golf van Oman	Golfo de Omano
Wikipedia:Verifieerbaarheid	Vikipedio:Kontrolebleco
Goue Horde	Ora Hordo
Jakobus I van Engeland	Jakobo la 1-a (Anglio)
Waranasi	Varanasio
Ethernet	Eterreto
Christchurch	Kristkirko
Osoonlaag	Ozona tavolo
Uranos	Urano (dio)
Kontrabas	Kontrabaso
Daugavpils	Daugavpils
Pous Alexander I	Aleksandro la 1-a (papo)
Armeense volksmoord	Armena genocido
Rut	Libro de Rut
Tjek	Ĉeko
Charlize Theron	Charlize Theron
Al Capone	Al Capone
Tabris	Tabrizo
Sonnet	Soneto
Simbool	Simbolo
Babsk	Babsk
Vlag van Kanada	Flago de Kanado
Ekspressionisme	Ekspresionismo
Daniël	Libro de Danielo
Poker	Pokero
Dmitri Sjostakowitsj	Dmitrij Ŝostakoviĉ
Emily Brontë	Emily Brontë
Hoed	Ĉapelo
Tamarinde	Tamarindo (arbo)
Oeral-rivier	Uralo (rivero)
Sinaloa	Sinaloa
Zacatecas	Zacatecas
Altviool	Aldviolono
Engelse Burgeroorlog	Angla enlanda milito
Olimpus	Olimpo
1 Korintiërs	1-a epistolo al la korintanoj
Lentepunt	Verna punkto
Swartwou	Nigra milvo
Walvishaai	Balenŝarko
Koerile	Kurilaj insuloj
Perikles	Periklo
Anna Achmatowa	Anna Aĥmatova
Pous Anacletus I	Kleto
Patna	Patnao
Pous Julius II	Julio la 2-a
Shreveport	Shreveport (Luiziano)
Sultan Ahmet-moskee	Blua moskeo (Istanbulo)
Antakya	Antakya
Gondwana	Gondvano
Pous Higinus	Higeno (papo)
Anaximenes	Anaksimeno
Edvard Grieg	Edvard Grieg
Spaanse Ryk	Hispana Imperio
Alleel	Alelo
Dinamiet	Dinamito
Tenzing Norgay	Tenzing Norgay
Charlton Heston	Charlton Heston
Spoetnik 1	Sputnik 1
Anna Boleyn	Anne Boleyn
Geïntegreerde stroombaan	Integra cirkvito
Lingua franca	Lingvafrankao
Adenosientrifosfaat	Adenozina trifosfato
Kernreaktor	Nuklea reakciujo
Campeche	Campeche
Tragedie	Tragedio
April-gekkedag	Ŝercotago
Santos Futebol Clube	Santos FC
Svante Arrhenius	August Svante Arrhenius
Cate Blanchett	Cate Blanchett
Buite-Hebride	Foraj Hebridoj
Ontbyt	Matenmanĝo
Prins Philip, Hertog van Edinburg	Princo Filipo, Duko de Edinburgo
Hewlett-Packard	Hewlett-Packard
Fes	Fez
Bhopal	Bhopalo
Sagteware-ingenieurswese	Programara inĝenierarto
Volwassene	Plenkreskeco
Retoriek	Retoriko
Monterrey	Monterejo
Waterkringloop	Akvocirkulado
Charleroi	Charleroi
Binne-Hebride	Proksimaj Hebridoj
Storm	Tempesto
Homeopatie	Homeopatio
Kanon	Kanono
Tristão da Cunha	Tristão da Cunha
Mantsjoerye	Manĉurio
Yperiet	Iperito
Baffin-eiland	Bafina Insulo
Absolute nul	Absoluta nulo de temperaturo
Pepyn die Korte	Pipino la pli juna
Potvis	Kaĉaloto
Rigters	Juĝistoj (libro)
Karl Popper	Karl Popper
OVSE	Organizo por Sekureco kaj Kunlaboro en Eŭropo
Fraktaalmeetkunde	Fraktalo
Alkeen	Alkeno
Unua Libro	Unua Libro
Walt Whitman	Walt Whitman
Levant	Levantenio
Türk Telekom Arena	Turk Telekom Arena
Keltiese See	Kelta Maro
Karel I van Engeland	Karlo la 1-a (Anglio)
Sitrus	Citruso
Kimi ga Yo	Kimi Ga Jo
Libiese Burgeroorlog	Libia enlanda milito
Pascal (programmeertaal)	Paskalo (programlingvo)
Szeged	Szeged
Groot Skeurvallei	Granda Rifto
Fort-de-France	Fort-de-France
Pous Sixtus I	Siksto la 1-a
Pous Telesforus	Telesforo
Geologiese Plooiing	Falto
Acacia	Akacio
Sluipmoord	Atenco
Vlag van Australië	Flago de Aŭstralio
Charles Coulomb	Charles-Augustin de Coulomb
Silesië	Silezio
KwaZulu-Natal	Kvazulu-Natalo
Masedonië (Griekeland)	Makedonio (Grekio)
Giza	Gizo
Achenaten	Aĥnaton
Álava	Provinco Alavo
Lugdruk	Atmosfera premo
Monica Bellucci	Monica Bellucci
Dielheim	Dielheim
Santos	Santos
AFC Ajax	AFC Ajax
Lepel	Kulero
Pylinkvis	Kalmaroj
Royan	Royan
Reilingen	Reilingen
Ségolène Royal	Ségolène Royal
Gekonfedereerde State van Amerika	Konfederaciitaj ŝtatoj de Usono
Stem oor IP	Interreta telefono
Vlag van Turkye	Flago de Turkio
Robert Burns	Robert Burns
General Motors	General Motors
Ivoor	Eburo
Villarrobledo	Villarrobledo
Woordsoort	Parolparto
NASDAQ	NASDAQ
John Keats	John Keats
Blokhuis	Blokhaŭso
Temuco	Temuco
400 v.C.	-400
La Rochelle	La Rochelle
Vlag van Brasilië	Flago de Brazilo
Hande Yener	Hande Yener
Vlag van Azerbeidjan	Flago de Azerbajĝano
Halfape	Strepsirino
К (Cyrillies)	Ka (cirila alfabeto)
Clovis I	Klodvigo la 1-a
Olimpiese Winterspele	Vintraj Olimpikoj
Brandenburgse Poort	Brandenburga pordego
E (wiskunde)	E (matematiko)
Afsettingsgesteente	Sedimenta rokaĵo
St. Pölten	St. Pölten
Stikstofsiklus	Nitrogena ciklo
П (Cyrillies)	Pe (cirila alfabeto)
Lineêre algebra	Lineara algebro
ITIS	Integrata Taksonomia Informa Sistemo
Lepton	Leptono
Rekenaaringenieur	Komputikisto
Bundesliga	Unua germania ligo de futbalo (Bundesliga)
Vuurland	Fajrolando
Krakatoa	Krakatoa
И	I (cirila alfabeto)
Felipe Massa	Felipe Massa
Gips	Gipsoŝtono
Feria del Sol (Mérida)	Feria del Sol (Mérida)
Bewaringstatus	Konserva statuso
Maria I van Engeland	Maria la 1-a (Anglio)
Tlaxcala	Tlaxcala
Kerk van Engeland	Eklezio de Anglio
Furtwangen im Schwarzwald	Furtwangen im Schwarzwald
Skandeerder	Skanilo
Plinius die ouere	Plinio la Maljuna
Heksadesimale stelsel	Deksesuma sistemo
Freudenstadt	Freudenstadt
Alvar Aalto	Alvar Aalto
Sigmaringen	Sigmaringen
Sokotra	Sokotra
Vastyd	Karesmo
Vinci	Vinci
Joseph Conrad	Joseph Conrad
Koraalsee	Korala Maro
Katakana	Strekaj kanaoj
Bergkanarie	Nigragorĝa kanario
Pierre de Coubertin	Pierre de Coubertin
Geelborskanarie	Citronbrusta kanario
Rune-alfabet	Runaj alfabetoj
David Villa	David Villa
Pous Gregorius XIII	Gregorio la 13-a
Tussenwerpsel	Interjekcio
Anaxagoras	Anaksagoro
Seshoek	Seslatero
Roosolie	Rozoleo
Leicester	Leicester
Timor	Timoro
São Gonçalo	São Gonçalo (Rio-de-Ĵanejrio)
Provinsies van België	Belgaj provincoj
405 v.C.	-405
Afrikanasiesbeker	Afrika Pokalo de Nacioj
Vlag van Noorweë	Flago de Norvegio
Jacques-Louis David	Jacques-Louis David
Jean Cocteau	Jean Cocteau
Pous Clemens VII	Klemento la 7-a
Prometheus	Prometeo
African National Congress	Afrika Nacia Kongreso
Britse Oos-Indiese Kompanjie	Brita Orienthinda Kompanio
Hidrosfeer	Hidrosfero
Aleksander II van Rusland	Aleksandro la 2-a (Rusio)
Almere	Almere
Golgi-apparaat	Golĝi-aparato
Tiamien	Tiamino
Goiânia	Goiânia
Pous Pius I	Pio la 1-a
Beweging van Onverbonde Lande	Movado de Nealiancitaj Landoj
Sentour	Centaŭro
Blokkiesraaisel	Krucvortenigmo
