Afrika	Afriko
Alessandro Del Piero	Alessandro del Piero
Ôksizenina	Oksigeno
Fajiry	Planedo
Cléopâtre VII	Kleopatra
Mozika	Muziko
Lille	Lille
Môsikao	Moskvo
Fiteny italiana	Itala lingvo
Tsady	Ĉado
Viraty	Aluminio
India	Barato
Silisiôma	Silicio
André-Marie Ampère	André-Marie Ampère
Vy	Fero
Alessandro Volta	Alessandro Volta
Samoa	Samoo
Nosy Solomona	Salomonoj
Vanoato	Vanuatuo
Molière	Molière
Papoa Ginea Vao	Papuo-Nov-Gvineo
William Shakespeare	William Shakespeare
Palao	Palaŭo
Naoro	Nauro
Mozilla Firefox	Mozilla Firefox
Angano	Fabelo
Mongolia	Mongolio
Fiji	Fiĝioj
Stevie Wonder	Stevie Wonder
Venezoela	Venezuelo
Maine	Majno
Soavaly	Ĉevalo
Fitaovam-piadiana	Armilo
Biby	Bestoj
Sorinama	Surinamo
Paragoay	Paragvajo
Kanto	Arto
Ekoadôra	Ekvadoro
Kolombia	Kolombio
Jean Racine	Jean Racine
Pierre Corneille	Pierre Corneille
Bolivia	Bolivio
Zavamaniry	Plantoj
New Hampshire	Nov-Hampŝiro
Léonard de Vinci	Leonardo da Vinci
Masina Kitts sy Nevis	Sankta-Kito kaj Neviso
Dario Fo	Dario Fo
Jamaika	Jamajko
Massachusetts	Masaĉuseco
Goatemala	Gvatemalo
Bahamasy	Bahamoj
Connecticut	Konektikuto
Antigua sy Barbuda	Antigvo-Barbudo
Hawaii	Havajo
Hôndorasy	Honduro
Ranomasimbe Arktika	Arkta Oceano
Haiti	Haitio
Salvador	Salvadoro
Iran	Irano
Iraka	Irako
Alaska	Alasko
Costa Rica	Kostariko
Israely	Israelo
Panama	Panamo
Yemen	Jemeno
Fiteny poloney	Pola lingvo
Jordania	Jordanio
Nikaragoa	Nikaragvo
Florida	Florido
Arizona	Arizono
Laôsa	Laoso
Libana	Libano
Oregon	Oregono
Maldiva	Maldivoj
Amerika	Ameriko
Utah	Utaho
Malezia	Malajzio
Mikhail Bulgakov	Miĥail Bulgakov
Myanmara	Birmo
Nepal	Nepalo
Omàna	Omano
Katara	Kataro
François Villon	François Villon
MySQL	MySQL
Arabia Saodita	Sauda Arabio
Andreï Tarkovski	Andrei Arsenjewitsch Tarkowski
Sri Lanka	Sri-Lanko
Joseph Stalin	Josif Stalin
Siria	Sirio
Plato	Platono
Joseph Brodsky	Iosif Brodskij
Taiwan	Respubliko Ĉinio
Aristotle	Aristotelo
Tailandy	Tajlando
Fiarandalamby	Trajno
Radiô	Radiofonio
Meryl Streep	Meryl Streep
Vietnam	Vjetnamio
Charlie Chaplin	Charlie Chaplin
Korea Atsimo	Sud-Koreio
Józef Piłsudski	Józef Piłsudski
Ny Simpsons	La Simpsonoj
Afganistana	Afganio
J. R. R. Tolkien	John Ronald Reuel Tolkien
Volamena	Oro
Lakandranon'i Suez	Sueza Kanalo
Franz Kafka	Franz Kafka
Jorge Luis Borges	Jorge Luis Borges
Mali	Malio
Socrates	Sokrato
Angola	Angolo
Botàna	Butano
Twitter	Twitter
Boroney	Brunejo
Tanzania	Tanzanio
Filipina	Filipinoj
Repoblikan'i Afrika Afovoany	Centr-Afrika Respubliko
Tendrontany Avaratra	Norda poluso
Isaac Newton	Isaac Newton
Albert Einstein	Albert Einstein
Pedro I an'i Brazila	Petro la 1-a (Brazilo)
Togo	Togolando
Tonizia	Tunizio
John Bardeen	John Bardeen
Beijing	Pekino
Benina	Benino
Botsoana	Bocvano
Komaoro	Komoroj
Repoblikan'i Kongo	Respubliko Kongo
Repoblika Demokratikan'i Kongo	Demokratia Respubliko Kongo
San Antonio	San Antonio (Teksaso)
Jibotia	Ĝibutio
Ginea Ekoatorialy	Ekvatora Gvineo
Eritrea	Eritreo
New Delhi	Nov-Delhio
Joany Paoly II	Johano Paŭlo la 2-a
Fyodor Dostoyevsky	Fjodor Dostojevskij
Tbilisi	Tbiliso
Andreï Sakharov	Andrej Saĥarov
Gabona	Gabono
Mohandas Karamchand Gandhi	Mohandas Karamchand Gandhi
Gambia	Gambio
Ginea	Gvineo
Ginea-Bissau	Gvineo Bisaŭa
Côte d'Ivoire	Ebur-Bordo
Kamerona	Kameruno
Cabo Verde	Kaboverdo
Lesoto	Lesoto
Liberia	Liberio
Libia	Libio
Madagasikara	Madagaskaro
Malawi	Malavio
Maoritania	Maŭritanio
Maorisy	Maŭricio
Marôka	Maroko
Mozambika	Mozambiko
Namibia	Namibio
France Prešeren	France Prešeren
Nizeria	Niĝerio
Charles Darwin	Charles Darwin
Oganda	Ugando
Roanda	Ruando
Senegala	Senegalo
Seychelles	Sejŝeloj
Carl von Linné	Karolo Lineo
Sierra Leone	Siera-Leono
Somalia	Somalio
Jawaharlal Nehru	Jawaharlal Nehru
Joliosy Kaisara	Julio Cezaro
Sodana	Sudano
Soazilandy	Svazilando
Gujarat	Guĝaratio
Firenena Mikambana	Unuiĝintaj Nacioj
Dante Alighieri	Dante Alighieri
Ahmedabad	Ahmadabado
Jeografia	Geografio
Bill Clinton	William J. Clinton
Indira Gandhi	Indira Gandhi
Hector Berlioz	Louis Hector Berlioz
Jamnagar	Ĝamnagar
Mumbai	Mumbajo
Andhra Pradesh	Andra-Pradeŝo
Arunachal Pradesh	Arunaĉal-Pradeŝo
Assam	Asamo
Bihar	Biharo
Michigan	Miĉigano
Goa	Goao
Maurice Ravel	Maurice Ravel
Puerto Rico	Porto-Riko
Karnataka	Karnatako
Kerala	Keralao
Madhya Pradesh	Madhja-Pradeŝo
Usain Bolt	Usain Bolt
Maharashtra	Maharaŝtro
Manipur	Manipuro
John Lennon	John Lennon
Illinois	Ilinojso
Dakôta Avaratra	Norda Dakoto
Dakota Atsimo	Suda Dakoto
Montana	Montano
Wyoming	Vajomingo
Jerusalem	Jerusalemo
Idaho	Idaho
Washington	Vaŝingtonio
Bruce Springsteen	Bruce Springsteen
Nevada	Nevado
Ranomasimbe Indiana	Hinda Oceano
Ban Ki-moon	Ban Ki-moon
Kofi Annan	Kofi Annan
Kolorado	Koloradio
Dag Hammarskjöld	Dag Hammarskjöld
Frédéric Chopin	Frédéric Chopin
Blaise Pascal	Blaise Pascal
Chicago	Ĉikago
The Beatles	The Beatles
Lohataona	Printempo
Fararano	Aŭtuno
Saddam Hussein	Saddam Hussein
Osama Bin Laden	Usama bin Laden
Fiteny espaniola	Hispana lingvo
Johann Sebastian Bach	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Pittsburgh	Pittsburgh (Pensilvanio)
Philadelphia	Filadelfio (Pensilvanio)
Kolkata	Kolkato
Chennai	Ĉenajo
Faritan'i Delhi	Delhio
Bangalore	Bengaluro
Bengaly andrefana	Okcident-Bengalo
Hyderabad, India	Hajderabado
Voankazo	Frukto
Vola	Mono
Virjinia	Virginio (ŝtato)
West Virginia	Okcidenta Virginio
Rhode Island	Rod-Insulo
Maryland	Marilando
Delaware	Delavaro
Vladimir Lenin	Lenin
Ohio	Ohio
Virgil	Vergilio
Nicolas Machiavel	Makiavelo
Pennsylvania	Pensilvanio
Petrarch	Francesco Petrarca
Giovanni Boccaccio	Giovanni Boccaccio
Luigi Pirandello	Luigi Pirandello
Uetersen	Uetersen
Auguste	Aŭgusto Cezaro
Windows	Microsoft Windows
Tiberius	Tiberio
New Jersey	Nov-Ĵerzejo
Caligula	Kaligulo
Indiana	Indianio
Fiarakodia	Aŭtomobilo
Domitian	Domiciano
Trajan	Trajano
Roger Federer	Roger Federer
Georgia (U.S. state)	Georgio
Antoninus Pius	Antonino Pia
Marcus Aurelius	Marko Aŭrelio
Zagreb	Zagrebo
Rajasthan	Raĝastano
Texas	Teksaso
Tamil Nadu	Tamilnado
North Carolina	Norda Karolino
Karôlina Antsimo	Suda Karolino
Manille	Manilo
Ferdinand Marcos	Ferdinand Marcos
Quezon City	Kezonurbo
Le Mans	Le Mans
Bordeaux	Bordeaux
Corazon Aquino	Corazón Aquino
Buenos Aires	Bonaero
Mexico	Meksik-urbo
Tokyo	Tokio
Barselona	Barcelono
Mississippi	Misisipio
Ferdinand Magellan	Fernão de Magalhães
Mississipi (renirano)	Misisipo (rivero)
Uttarakhand	Utarakando
Sikkim	Sikimo
Tennessee	Tenesio
Richard Wagner	Richard Wagner
Robert Louis Stevenson	Robert Louis Stevenson
Nagpur	Nagpur
Abidjan	Abiĝano
Astana	Astano
New Mexico	Nov-Meksiko
Ramesses II	Ramseso la 2-a
Athens	Ateno
Minnesota	Minesoto
Baghdad	Bagdado
Wisconsin	Viskonsino
Pune	Puneo
Cicero	Cicerono
Iowa	Iovao
Nebraska	Nebrasko
Kansas	Kansaso
Havana	Havano
Fiteny hindi	Hindia lingvo
Misoria	Misurio
Georg Ohm	Georg Ohm
Louisiana	Luiziano
Luigi Galvani	Luigi Galvani
Nagaland	Nagalando
Kentucky	Kentukio
Arkansas	Arkansaso
Neil Armstrong	Neil Armstrong
Fiteny urdu	Urduo
Charles Lindbergh	Charles Lindbergh
Édith Piaf	Édith Piaf
Oklahoma	Oklahomo
Jacques Brel	Jacques Brel
Ranomasina Avaratra	Norda Maro
Serge Gainsbourg	Serge Gainsbourg
Madonna	Madonna
Kaopenagy	Kopenhago
Stockholm	Stokholmo
Helsinki	Helsinko
Reykjavík	Rejkjaviko
Tallinn	Talino
Riga	Rigo
Louis Armstrong	Louis Armstrong
Bratislava	Bratislavo
Budapest	Budapeŝto
Franckfort/Main	Frankfurto ĉe Majno
Zinedine Zidane	Zinedine Zidane
Katolisisma	Katolikismo
Vaduz	Vaduzo
Baiboly	Biblio
Phnom Penh	Pnom-Peno
Hô-Chi-Minh-Ville	Ho-Ĉi-Min-urbo
Hanoi	Hanojo
Tena Fiangonan'i Jesoa	Vera Eklezio de Jesuo
Fiteny anglisy	Angla lingvo
Bangkok	Bankoko
Andorra la Vella	Andoro Malnova
Taipei	Tajpeo
Đồng Hới	Dong Hoi
Concepción	Koncepciono
Diplaomasia	Diplomatio
Memphis Depay	Memphis Depay
Kiev	Kievo
Ontario	Ontario
Florent Malouda	Florent Malouda
Franck Ribéry	Franck Ribéry
Alou Diarra	Alou Diarra
Ottawa	Otavo
Sidney Govou	Sidney Govou
Éric Abidal	Éric Abidal
William Gallas	William Gallas
Yerevan	Erevano
Końskowola	Końskowola
Dar es Salam	Daresalamo
Khartoum	Ĥartumo
2006	2006
1900	1900
1901	1901
François Mitterrand	François Mitterrand
Titus Livius	Tito Livio
Charles de Gaulle	Charles de Gaulle
1902	1902
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
Seneca the Younger	Seneko la pli juna
Juan Manuel Fangio	Juan Manuel Fangio
1914	1914
1915	1915
1997	1997
Sakafo	Manĝaĵo
Jacques Chirac	Jacques Chirac
Valéry Giscard d'Estaing	Valéry Giscard d’Estaing
Halifax	Halifakso
Québec (tanàna)	Kebeko
1920	1920
Tacitus	Tacito (verkisto)
1921	1921
1922	1922
1923	1923
Lance Armstrong	Lance Armstrong
1924	1924
Georges Pompidou	Georges Pompidou
6 Janoary	6-a de januaro
9 Janoary	9-a de januaro
10 Janoary	10-a de januaro
11 Janoary	11-a de januaro
13 Janoary	13-a de januaro
15 Janoary	15-a de januaro
Tom Hanks	Tom Hanks
17 Janoary	17-a de januaro
19 Janoary	19-a de januaro
23 Janoary	23-a de januaro
Empira Romana	Romia Imperio
25 Janoary	25-a de januaro
Minsk	Minsko
26 Janoary	26-a de januaro
29 Janoary	29-a de januaro
30 Janoary	30-a de januaro
31 Janoary	31-a de januaro
Pink Floyd	Pink Floyd
Kurów	Kurów
5 Febroary	5-a de februaro
7 Febroary	7-a de februaro
8 Febroary	8-a de februaro
9 Febroary	9-a de februaro
10 Febroary	10-a de februaro
Simia	Kemio
Led Zeppelin	Led Zeppelin
14 Febroary	14-a de februaro
13 Febroary	13-a de februaro
15 Febroary	15-a de februaro
11 Febroary	11-a de februaro
12 Febroary	12-a de februaro
Robin van Persie	Robin van Persie
23 Febroary	23-a de februaro
25 Febroary	25-a de februaro
27	27
12 Desambra	12-a de decembro
Sid Meier's Civilization IV	Civilization IV
4 Martsa	4-a de marto
21 Martsa	21-a de marto
1982	1982
Mogadishu	Mogadiŝo
24 Martsa	24-a de marto
26 Martsa	26-a de marto
29 Martsa	29-a de marto
Sana'a	Sanao
1972	1972
Konrad Adenauer	Konrad Adenauer
Benoît XVI	Benedikto la 16-a
Ludwig Erhard	Ludwig Erhard
Kurt Georg Kiesinger	Kurt Georg Kiesinger
Willy Brandt	Willy Brandt
Helmut Schmidt	Helmut Schmidt
Helmut Kohl	Helmut Kohl
21 Aprily	21-a de aprilo
Gerhard Schröder	Gerhard Schröder
1 Mey	1-a de majo
6 Mey	6-a de majo
13 Mey	13-a de majo
Messier 86	M86
22 Mey	22-a de majo
25 Mey	25-a de majo
29 Mey	29-a de majo
31 Mey	31-a de majo
Paul McCartney	Paul McCartney
Erich Honecker	Erich Honecker
15 Jiona	15-a de junio
10 Jiona	10-a de junio
12 Jiona	12-a de junio
3 Jiona	3-a de junio
30 Jiona	30-a de junio
29 Jiona	29-a de junio
26 Jiona	26-a de junio
22 Jiona	22-a de junio
27 Jiona	27-a de junio
23 Desambra	23-a de decembro
Emperora Wilhelm II	Vilhelmo la 2-a (Germana Regno)
Arnold Schwarzenegger	Arnold Schwarzenegger
12 Jolay	12-a de julio
10 Jolay	10-a de julio
9 Jolay	9-a de julio
14 Jolay	14-a de julio
8 Jolay	8-a de julio
7 Jolay	7-a de julio
6 Jolay	6-a de julio
4 Jolay	4-a de julio
1 Jolay	1-a de julio
11 Jolay	11-a de julio
Baolina kitra	Futbalo
Louis de Funès	Louis de Funès
Bourvil	Bourvil
Jaroslav Hašek	Jaroslav Hašek
12 Aogositra	12-a de aŭgusto
10 Aogositra	10-a de aŭgusto
8 Aogositra	8-a de aŭgusto
9 Aogositra	9-a de aŭgusto
4 Aogositra	4-a de aŭgusto
2 Aogositra	2-a de aŭgusto
3 Aogositra	3-a de aŭgusto
1 Aogositra	1-a de aŭgusto
Brothers Grimm	Fratoj Grimm
IPad	IPad
Madrid	Madrido
Elton John	Elton John
16 Aogositra	16-a de aŭgusto
Coca-Cola	Koka-kolao
25 Aogositra	25-a de aŭgusto
21 Aogositra	21-a de aŭgusto
24 Aogositra	24-a de aŭgusto
Michael Jackson	Michael Jackson
Gripa	Gripo
Bogotá	Bogoto
Brasília	Braziljo
4 Septambra	4-a de septembro
1 Septambra	1-a de septembro
Lima	Limo
25 Septambra	25-a de septembro
Santiago	Santiago de Ĉilio
24 Septambra	24-a de septembro
21 Septambra	21-a de septembro
Quito	Kito
Sucre	Sukro
1 Oktobra	1-a de oktobro
15 Oktobra	15-a de oktobro
12 Oktobra	12-a de oktobro
10 Oktobra	10-a de oktobro
14 Oktobra	14-a de oktobro
9 Oktobra	9-a de oktobro
8 Oktobra	8-a de oktobro
13 Oktobra	13-a de oktobro
7 Oktobra	7-a de oktobro
11 Oktobra	11-a de oktobro
6 Oktobra	6-a de oktobro
4 Oktobra	4-a de oktobro
5 Oktobra	5-a de oktobro
3 Oktobra	3-a de oktobro
2 Oktobra	2-a de oktobro
Asunción	Asunciono
22 Oktobra	22-a de oktobro
23 Oktobra	23-a de oktobro
20 Oktobra	20-a de oktobro
21 Oktobra	21-a de oktobro
19 Oktobra	19-a de oktobro
16 Oktobra	16-a de oktobro
9 Novambra	9-a de novembro
6 Novambra	6-a de novembro
4 Novambra	4-a de novembro
3 Novambra	3-a de novembro
2 Novambra	2-a de novembro
1 Novambra	1-a de novembro
Paramaribo	Paramaribo
22 Novambra	22-a de novembro
Charlemagne	Karolo la Granda
Loire-Atlantique	Loire-Atlantique
San José, Costa Rica	San-Joseo (Kostariko)
Ain	Ain
Aisne	Aisne
Vosges	Vosges (departemento)
San Salvador	San-Salvadoro
Allier	Allier
Canberra	Kanbero
Jura (departemanta)	Ĵuraso (franca departemento)
Hautes-Alpes	Hautes-Alpes
Alpes-de-Haute-Provence	Alpes-de-Haute-Provence
Alpes-Maritimes	Alpes-Maritimes
Archèche	Ardèche
Ardennes (departemanta)	Ardennes (departemento)
Voankazavana	Fotono
Aveyron	Aveyron
Valesa Atsimo Vaovao	Novsudkimrio
Soson-drivotry ny tany	Atmosfero (tero)
Tegucigalpa	Tegucigalpo
Bouches-du-Rhône	Bouches-du-Rhône
Cantal	Cantal
Charente	Charente
Charente-Maritime	Charente-Maritime
Cher (departemanta)	Cher (departemento)
Corrèze	Corrèze
Haute-Corse	Haute-Corse
George Orwell	George Orwell
Corse-du-Sud	Corse-du-Sud
Côte-d'Or	Côte-d'Or
Creuse	Creuse
Dordogne	Dordogne
Doubs	Doubs (departemento)
Drôme	Drôme
Essonne	Essonne
Eure	Eure
Eure-et-Loir	Eure-et-Loir
Finistère	Finistère
Rabat	Rabato
Algiers	Alĝero
Tripoli	Tripolo
Roanne	Roanne
Teheran	Teherano
Addis Ababa	Adis-Abebo
Jakarta	Ĝakarto
Asmara	Asmaro
N'Djamena	Nĵameno
Riyadh	Riado
Dakar	Dakaro
Conakry	Konakrio
Bissau	Bisaŭo
Sokajy:Endrika	Kategorio:Vikipedio:Ŝablonoj
Praia	Prajo
Accra	Akrao
Damaskosy	Damasko
Yamoussoukro	Jamusukro
Quentin Tarantino	Quentin Tarantino
Ouagadougou	Uagaduguo
Freetown	Fritaŭno
Amazôna	Amazono (rivero)
Abuja	Abuĝo
Porto-Novo	Porto-Novo
Amman	Amano
Malabo	Malabo
Libreville	Librevilo
Masqat	Maskato
Kinshasa	Kinŝaso
Bujumbura	Buĵumburo
Nicosia	Nikozio
Kigali	Kigalo
Doha	Doho
Dodoma	Dodomao
Nairobi	Najrobo
Lilongwe	Lilongvo
Lusaka	Lusako
Manama	Manamo
Maputo	Maputo
Kampala	Kampalo
Luanda	Luando
Mbabane	Mbabano
Maseru	Maseruo
Antananarivo	Antananarivo
Kalimantan Andrefana	Okcidenta Kalimantano
Oniversite	Universitato
Gaborone	Gaberono
Harare	Harareo
Grace Kelly	Grace Kelly
Port Louis	Port-Luiso
São Tomé	Sao-Tomeo
Windhoek	Vindhuko
Kinta-mazavabe	Supernovao
Victoria, Seychelles	Viktorio (Sejŝeloj)
Trano	Domo
Hardware	Aparataro
Aljebra	Algebro
Renirano	Rivero
Osasco	Osasco (San-Paŭlo)
Eschweiler	Eschweiler
Seranam-piaramanidina Dong Hoi	Flughaveno Dong Hoi
Habakabaka	Ekstertero
Michel Platini	Michel Platini
Pierre Abélard	Abelardo
Chrétien de Troyes	Chrétien de Troyes
Curitiba	Kuritibo
Ala	Arbaro
Kapila mangirana	Diskaparato
Emily Dickinson	Emily Dickinson
Franz Beckenbauer	Franz Beckenbauer
Joachim Löw	Joachim Löw
10003 (1971 UD1)	(10003) 1971 UD1
Sean Connery	Sean Connery
Anne Frank	Anne Frank
Ariary	Malagasa ariaro
Raúl Albiol	Raúl Albiol
Confucius	Konfuceo
Sarah Bernhardt	Sarah Bernhardt
Marlene Dietrich	Marlene Dietrich
Marilyn Monroe	Marilyn Monroe
Corbin Bleu	Corbin Bleu
Sokajy:Matematika	Kategorio:Matematiko
Mohamed Morsi	Mohamed Mursi
Barbra Streisand	Barbra Streisand
NGC 4594	M104
NGC 4258	M106
Claude Debussy	Claude Debussy
Le Corbusier	Le Corbusier
NGC 3992	M109
Messier 108	M108
Kota Surakarta	Surakarta
Euro	Eŭro
Ranomasina Mediteranea	Mediteraneo
Larry Page	Larry Page
Sokajy:Radiô ao Italia	Kategorio:Italaj radiostacioj
Hangzhou	Hangĝoŭo
Herman Melville	Herman Melville
Kristianisma	Kristanismo
Rindrin'i Berlin	Berlina muro
Durgapur	Durgapur
Vary	Rizo
Celine Dion	Céline Dion
Kontinenta	Kontinento
Vorona	Birdoj
Renivohitra	Ĉefurbo
Monzón	Monzono
Fiteny gojaraty	Guĝarata lingvo
Fiteny portogey	Portugala lingvo
Mustafa Kemal Atatürk	Mustafa Kemal Atatürk
Almazán	Almazán
Huang Xianfan	Huang Senfan
1200	1200
1201	1201
1202	1202
1203	1203
1204	1204
1205	1205
1206	1206
1941	1941
1207	1207
1208	1208
1209	1209
1210	1210
1211	1211
1212	1212
1926	1926
1213	1213
Hippocrate	Hipokrato
1944	1944
Bill Gates	Bill Gates
Fiteny japoney	Japana lingvo
Raki-pahalalana	Enciklopedio
Wikipedia:Fandraisana	Vikipedio:Ĉefpaĝo
Kadobo	Kondensilo
1214	1214
1215	1215
1216	1216
1217	1217
1218	1218
David Bowie	David Bowie
1219	1219
Lalao Olimpika	Olimpiaj ludoj
1220	1220
1221	1221
Louis Blériot	Louis Blériot
1222	1222
1223	1223
1224	1224
1225	1225
1226	1226
1227	1227
1228	1228
Francisco de Goya	Francisco de Goya
Greta Garbo	Greta Garbo
Farihy Tanganyika	Tanganjiko
1299	1299
Salvador Dalí	Salvador Dalí
Albrecht Dürer	Albrecht Dürer
Vincent van Gogh	Vincent van Gogh
Hokusai	Katsushika Hokusai
Frida Kahlo	Frida Kahlo
Henri Matisse	Henri Matisse
Michel-Ange	Mikelanĝelo
Pablo Picasso	Pablo Picasso
Raphaël	Rafaelo
Rembrandt	Rembrandt Harmenszoon van Rijn
Pierre Paul Rubens	Petro Paŭlo Rubens
Andy Warhol	Andy Warhol
Frank Lloyd Wright	Frank Lloyd Wright
Eminem	Eminem
1300	1300
1301	1301
1302	1302
